id,repo,issue_key,category,severity,title,status,detected_at,detected_by,evidence_summary,root_cause,fix_summary,fixed_at,fix_commits_json,validation_summary,source_refs_json,created_at,updated_at
431,gitcommit,logcopter_generation,logcopter_generation,high,"Logcopter generation/check issue",fixed,2026-05-28T23:39:51+00:00,"derived from tracker events/validations","Starting B5 logcopter baseline work locally.","Generated logcopter files or logcopter generate/check package lists were missing, stale, ignored, or inconsistent.","pass: make logcopter-check — ",2026-05-28T23:44:09+00:00,[],"pass: make logcopter-check","[""events:324"", ""events:336"", ""validations:114""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
432,gitcommit,release_or_main_verification,release_or_main_verification,medium,"Release or post-merge main verification issue",fixed,2026-05-28T23:50:25+00:00,"derived from tracker events/validations","Merged PR #2. Main actions: no_runs (ok=true).","Post-merge or release verification required additional workflow observation or repair.","Merged PR #2. Main actions: no_runs (ok=true).",2026-05-28T23:50:25+00:00,[],"","[""events:343""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
433,go-emrichen,general_rollout,general_rollout,medium,"General rollout issue or notable event",fixed,2026-05-29T13:41:46+00:00,"derived from tracker events/validations","merged with merge commit 1c353666a1a5207e8abe3d6594c421837684dd2c","Derived from rollout tracker events.","merged with merge commit 1c353666a1a5207e8abe3d6594c421837684dd2c",2026-05-29T13:41:46+00:00,"[""1c353666a1a5207e8abe3d6594c421837684dd2c""]","","[""events:580""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
434,go-emrichen,glazed_lint,glazed_lint,high,"Glazed CLI policy or analyzer issue",fixed,2026-05-29T01:26:15+00:00,"derived from tracker events/validations","Added glazed-lint + publish-docs.","The Glazed analyzer target, version, package coverage, or allow-path policy did not match the repository's CLI code.","Added glazed-lint + publish-docs.",2026-05-29T01:26:15+00:00,[],"","[""events:486""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
435,go-emrichen,govulncheck,govulncheck,high,"Go vulnerability scan issue",observed,2026-05-29T00:02:21+00:00,"derived from tracker events/validations","Upgraded go directive from 1.25.0 to 1.26.3 to fix govulncheck stdlib findings.","A vulnerable module version or Go toolchain mismatch caused govulncheck to fail.","Upgraded go directive from 1.25.0 to 1.26.3 to fix govulncheck stdlib findings.",,[],"","[""events:386""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
436,go-emrichen,local_validation,local_validation,medium,"Local validation issue",fixed,2026-05-28T23:54:07+00:00,"derived from tracker events/validations","pass: GOWORK=off go test ./...","A local validation command failed or warned and required follow-up before progressing.","pass: GOWORK=off go test ./... — ",2026-05-28T23:54:07+00:00,[],"pass: GOWORK=off go test ./...","[""events:358"", ""validations:119""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
437,go-emrichen,logcopter_generation,logcopter_generation,high,"Logcopter generation/check issue",fixed,2026-05-28T23:52:31+00:00,"derived from tracker events/validations","Starting B5 logcopter baseline work locally.","Generated logcopter files or logcopter generate/check package lists were missing, stale, ignored, or inconsistent.","pass: make logcopter-check — ",2026-05-28T23:54:07+00:00,[],"pass: make logcopter-check","[""events:348"", ""events:357"", ""validations:118""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
438,go-emrichen,workflow_yaml,workflow_yaml,high,"GitHub workflow structure or main workflow execution issue",fixed,2026-05-29T00:01:22+00:00,"derived from tracker events/validations","Updated CI workflows to match go-template canonical: setup-go@v6 + go-version-file, golangci-lint-action@v9 + version-file, checkout@v6, added .golangci-lint-version.","Workflow steps were malformed, incomplete, or behaved differently on main than the rollout expected.","Verified main push golang-pipeline/golangci workflows succeeded after merge; unrelated security/dependency scanning alerts, where present, remain separate.",2026-05-29T14:11:27+00:00,[],"","[""events:373"", ""events:547"", ""events:573"", ""events:617""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
439,go-go-agent,general_rollout,general_rollout,medium,"General rollout issue or notable event",fixed,2026-05-29T13:41:46+00:00,"derived from tracker events/validations","merged with merge commit 2e0baae9151d7c47cf3be6881dbd5cfe92bf24a2","Derived from rollout tracker events.","merged with merge commit 2e0baae9151d7c47cf3be6881dbd5cfe92bf24a2",2026-05-29T13:41:46+00:00,"[""2e0baae9151d7c47cf3be6881dbd5cfe92bf24a2""]","","[""events:581""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
440,go-go-agent,glazed_lint,glazed_lint,high,"Glazed CLI policy or analyzer issue",fixed,2026-05-29T01:26:16+00:00,"derived from tracker events/validations","Added glazed-lint + publish-docs.","The Glazed analyzer target, version, package coverage, or allow-path policy did not match the repository's CLI code.","Added glazed-lint + publish-docs.",2026-05-29T01:26:16+00:00,[],"","[""events:487"", ""events:578""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
441,go-go-agent,local_validation,local_validation,medium,"Local validation issue",fixed,2026-05-29T01:06:32+00:00,"derived from tracker events/validations","pass: GOWORK=off go test ./...","A local validation command failed or warned and required follow-up before progressing.","pass: GOWORK=off go test ./... — ",2026-05-29T01:06:32+00:00,[],"pass: GOWORK=off go test ./...","[""events:441"", ""validations:139""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
442,go-go-agent,logcopter_generation,logcopter_generation,high,"Logcopter generation/check issue",fixed,2026-05-29T01:06:31+00:00,"derived from tracker events/validations","pass: make logcopter-check","Generated logcopter files or logcopter generate/check package lists were missing, stale, ignored, or inconsistent.","pass: make logcopter-check — ",2026-05-29T01:06:31+00:00,[],"pass: make logcopter-check","[""events:440"", ""validations:138""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
443,go-go-agent,workflow_yaml,workflow_yaml,high,"GitHub workflow structure or main workflow execution issue",fixed,2026-05-29T13:13:22+00:00,"derived from tracker events/validations","P1 pass: repaired malformed push.yml where present and bumped glazed-lint analyzer pin to v1.3.6 where needed.","Workflow steps were malformed, incomplete, or behaved differently on main than the rollout expected.","Verified main push golang-pipeline/golangci workflows succeeded after merge; unrelated security/dependency scanning alerts, where present, remain separate.",2026-05-29T14:11:27+00:00,[],"","[""events:548"", ""events:569"", ""events:576"", ""events:618""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
444,go-go-agent-action,codex_feedback,codex_feedback,medium,"Codex review feedback issue",fixed,2026-05-28T19:39:02+00:00,"derived from tracker events/validations","PR open; Codex feedback fixed and re-triggered.","Current-head Codex review feedback required a follow-up commit or retrigger before readiness.","Restored codex_waiting state after validation-state update semantics were fixed.",2026-05-28T19:39:25+00:00,[],"","[""events:10"", ""events:15"", ""events:16"", ""events:34""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
445,go-go-agent-action,general_rollout,general_rollout,medium,"General rollout issue or notable event",fixed,2026-05-28T19:58:15+00:00,"derived from tracker events/validations","merged with merge commit c8d6e8953f89237bbe4f5cb210f86f4d48784e33","Derived from rollout tracker events.","merged with merge commit c8d6e8953f89237bbe4f5cb210f86f4d48784e33",2026-05-28T19:58:15+00:00,"[""c8d6e8953f89237bbe4f5cb210f86f4d48784e33""]","","[""events:35""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
446,go-go-agent-action,golangci_lint,golangci_lint,high,"golangci-lint/static analysis issue",observed,2026-05-28T19:51:32+00:00,"derived from tracker events/validations","Fixed Codex lint-container feedback by bumping golangci-lint Docker image.","CI-pinned lint/static analysis exposed findings that needed code cleanup or scoped exception handling.","Fixed Codex lint-container feedback by bumping golangci-lint Docker image.",,[],"","[""events:25""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
447,go-go-agent-action,local_validation,local_validation,medium,"Local validation issue",fixed,2026-05-28T19:39:02+00:00,"derived from tracker events/validations","pass: GOWORK=off go test ./... — no test files","A local validation command failed or warned and required follow-up before progressing.","pass: GOWORK=off go test ./... — no test files",2026-05-28T19:39:02+00:00,[],"pass: GOWORK=off go test ./...","[""events:12"", ""validations:8""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
448,go-go-agent-action,logcopter_generation,logcopter_generation,high,"Logcopter generation/check issue",fixed,2026-05-28T19:39:02+00:00,"derived from tracker events/validations","pass: make logcopter-check","Generated logcopter files or logcopter generate/check package lists were missing, stale, ignored, or inconsistent.","pass: make logcopter-check — ",2026-05-28T19:39:02+00:00,[],"pass: make logcopter-check","[""events:11"", ""validations:7""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
449,go-go-agent-action,release_or_main_verification,release_or_main_verification,medium,"Release or post-merge main verification issue",fixed,2026-05-28T19:39:02+00:00,"derived from tracker events/validations","warn: ggg release preflight --repo . --output json — missing_goreleaser warning only","Post-merge or release verification required additional workflow observation or repair.","released v1.0.2",2026-05-28T23:18:33+00:00,[],"warn: ggg release preflight --repo . --output json","[""events:13"", ""validations:9"", ""events:36"", ""events:256""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
450,go-go-agent-action,workflow_yaml,workflow_yaml,high,"GitHub workflow structure or main workflow execution issue",fixed,2026-05-28T23:20:40+00:00,"derived from tracker events/validations","Tagged v1.0.2 — no release workflow triggered by tag push. Has publish-image only.","Workflow steps were malformed, incomplete, or behaved differently on main than the rollout expected.","Tagged v1.0.2 — no release workflow triggered by tag push. Has publish-image only.",2026-05-28T23:20:40+00:00,[],"","[""events:265""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
451,go-go-app-arc-agi,codex_feedback,codex_feedback,medium,"Codex review feedback issue",observed,2026-05-28T19:52:49+00:00,"derived from tracker events/validations","PR ready: checks successful and Codex satisfied.","Current-head Codex review feedback required a follow-up commit or retrigger before readiness.","",,[],"","[""events:26""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
452,go-go-app-arc-agi,general_rollout,general_rollout,medium,"General rollout issue or notable event",fixed,2026-05-28T19:52:53+00:00,"derived from tracker events/validations","merged with merge commit ebc76c30196bfbab43d35667e544aaefe9db399d","Derived from rollout tracker events.","merged with merge commit ebc76c30196bfbab43d35667e544aaefe9db399d",2026-05-28T19:52:53+00:00,"[""ebc76c30196bfbab43d35667e544aaefe9db399d""]","","[""events:27""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
453,go-go-app-arc-agi,glazed_lint,glazed_lint,high,"Glazed CLI policy or analyzer issue",observed,2026-05-28T19:47:09+00:00,"derived from tracker events/validations","skip: make glazed-lint — not a Glazed lint candidate / target absent","The Glazed analyzer target, version, package coverage, or allow-path policy did not match the repository's CLI code.","",,[],"skip: make glazed-lint","[""events:19"", ""validations:11""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
454,go-go-app-arc-agi,govulncheck,govulncheck,high,"Go vulnerability scan issue",fixed,2026-05-28T19:49:50+00:00,"derived from tracker events/validations","Fixed Go vulnerability check by bumping go directive to 1.25.10.","A vulnerable module version or Go toolchain mismatch caused govulncheck to fail.","Fixed Go vulnerability check by bumping go directive to 1.25.10.",2026-05-28T19:49:50+00:00,[],"","[""events:22""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
455,go-go-app-arc-agi,local_validation,local_validation,medium,"Local validation issue",fixed,2026-05-28T19:47:09+00:00,"derived from tracker events/validations","pass: GOWORK=off go test ./...","A local validation command failed or warned and required follow-up before progressing.","pass: GOWORK=off go test ./... — after go directive bump to 1.25.10",2026-05-28T19:49:50+00:00,[],"pass: GOWORK=off go test ./...; pass: GOWORK=off go test ./...","[""events:20"", ""validations:12"", ""events:23"", ""validations:14""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
456,go-go-app-arc-agi,logcopter_generation,logcopter_generation,high,"Logcopter generation/check issue",fixed,2026-05-28T19:47:08+00:00,"derived from tracker events/validations","Opened B2 logcopter baseline PR.","Generated logcopter files or logcopter generate/check package lists were missing, stale, ignored, or inconsistent.","pass: make logcopter-check — ",2026-05-28T19:47:08+00:00,[],"pass: make logcopter-check","[""events:17"", ""events:18"", ""validations:10""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
457,go-go-app-arc-agi,release_or_main_verification,release_or_main_verification,medium,"Release or post-merge main verification issue",fixed,2026-05-28T19:47:09+00:00,"derived from tracker events/validations","pass: ggg release preflight --repo . --output json","Post-merge or release verification required additional workflow observation or repair.","released v0.0.2",2026-05-28T23:18:33+00:00,[],"pass: ggg release preflight --repo . --output json","[""events:21"", ""validations:13"", ""events:28"", ""events:257""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
458,go-go-app-arc-agi,workflow_yaml,workflow_yaml,high,"GitHub workflow structure or main workflow execution issue",fixed,2026-05-28T23:20:41+00:00,"derived from tracker events/validations","Release v0.0.2 workflow succeeded. GitHub release published with assets.","Workflow steps were malformed, incomplete, or behaved differently on main than the rollout expected.","Release v0.0.2 workflow succeeded. GitHub release published with assets.",2026-05-28T23:20:41+00:00,[],"","[""events:268""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
459,go-go-app-inventory,codex_feedback,codex_feedback,medium,"Codex review feedback issue",fixed,2026-05-28T23:27:23+00:00,"derived from tracker events/validations","PR #15 opened and Codex triggered.","Current-head Codex review feedback required a follow-up commit or retrigger before readiness.","Triggered Codex review with ggg pr codex-trigger --wait-for-auto 30s.",2026-05-29T13:47:13+00:00,"[""cd94f22c"", ""b80fce55""]","","[""events:284"", ""events:585"", ""events:601"", ""events:605"", ""events:611"", ""events:614""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
460,go-go-app-inventory,general_rollout,general_rollout,medium,"General rollout issue or notable event",fixed,2026-05-29T14:19:27+00:00,"derived from tracker events/validations","merged with merge commit 559fbf6cdf8cb2d398e062f09fdfefd6b34f9c5a","Derived from rollout tracker events.","merged with merge commit 559fbf6cdf8cb2d398e062f09fdfefd6b34f9c5a",2026-05-29T14:19:27+00:00,"[""559fbf6cdf8cb2d398e062f09fdfefd6b34f9c5a""]","","[""events:628""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
461,go-go-app-inventory,glazed_lint,glazed_lint,high,"Glazed CLI policy or analyzer issue",observed,2026-05-29T01:27:35+00:00,"derived from tracker events/validations","Opened glazed-lint + publish-docs PR.","The Glazed analyzer target, version, package coverage, or allow-path policy did not match the repository's CLI code.","",,[],"","[""events:504""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
462,go-go-app-inventory,gosec,gosec,high,"GoSec security scan issue",observed,2026-05-29T00:31:22+00:00,"derived from tracker events/validations","Main lint+test pass. Dependency scanning failures are pre-existing (gosec Go version, Nancy).","Gosec reported a security finding or required a scoped rollout suppression for legacy/pre-existing behavior.","",,[],"","[""events:400""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
463,go-go-app-inventory,govulncheck,govulncheck,high,"Go vulnerability scan issue",observed,2026-05-28T23:35:44+00:00,"derived from tracker events/validations","Added toolchain go1.26.3 to resolve govulncheck stdlib findings. Pushed fix commit.","A vulnerable module version or Go toolchain mismatch caused govulncheck to fail.","Added toolchain go1.26.3 to resolve govulncheck stdlib findings. Pushed fix commit.",,[],"","[""events:312""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
464,go-go-app-inventory,local_validation,local_validation,medium,"Local validation issue",fixed,2026-05-28T23:22:37+00:00,"derived from tracker events/validations","pass: GOWORK=off go test ./...","A local validation command failed or warned and required follow-up before progressing.","pass: GOWORK=off go test ./... — ",2026-05-28T23:22:37+00:00,[],"pass: GOWORK=off go test ./...","[""events:279"", ""validations:92""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
465,go-go-app-inventory,logcopter_generation,logcopter_generation,high,"Logcopter generation/check issue",fixed,2026-05-28T23:22:37+00:00,"derived from tracker events/validations","Opened B5 logcopter baseline PR #15.","Generated logcopter files or logcopter generate/check package lists were missing, stale, ignored, or inconsistent.","pass: make logcopter-check — ",2026-05-28T23:22:37+00:00,[],"pass: make logcopter-check","[""events:277"", ""events:278"", ""validations:91""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
466,go-go-app-inventory,release_or_main_verification,release_or_main_verification,medium,"Release or post-merge main verification issue",fixed,2026-05-29T00:31:44+00:00,"derived from tracker events/validations","Tagged v0.0.2.","Post-merge or release verification required additional workflow observation or repair.","released v0.0.2",2026-05-29T00:44:18+00:00,[],"","[""events:404"", ""events:411""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
467,go-go-app-inventory,workflow_yaml,workflow_yaml,high,"GitHub workflow structure or main workflow execution issue",fixed,2026-05-29T13:13:22+00:00,"derived from tracker events/validations","P1 pass: repaired malformed push.yml where present and bumped glazed-lint analyzer pin to v1.3.6 where needed.","Workflow steps were malformed, incomplete, or behaved differently on main than the rollout expected.","Verified main push golang-pipeline/golangci workflows succeeded after merge; unrelated secret scanning alerts remain separate.",2026-05-29T14:32:48+00:00,[],"","[""events:549"", ""events:635"", ""events:638""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
468,go-go-app-sqlite,codex_feedback,codex_feedback,medium,"Codex review feedback issue",fixed,2026-05-28T20:50:50+00:00,"derived from tracker events/validations","Codex feedback: keep go directive at minor version; need patched toolchain without patch-level go directive.","Current-head Codex review feedback required a follow-up commit or retrigger before readiness.","Addressed Codex: removed patch-level toolchain directive.",2026-05-28T21:36:34+00:00,[],"","[""events:64"", ""events:69"", ""events:90"", ""events:95"", ""events:107"", ""events:111"", ""events:126"", ""events:143"", ""events:145"", ""events:160""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
469,go-go-app-sqlite,general_rollout,general_rollout,medium,"General rollout issue or notable event",fixed,2026-05-28T21:50:08+00:00,"derived from tracker events/validations","merged with merge commit cd56f3298120f3f7b0437071199a09b6e391721c","Derived from rollout tracker events.","merged with merge commit cd56f3298120f3f7b0437071199a09b6e391721c",2026-05-28T21:50:08+00:00,"[""cd56f3298120f3f7b0437071199a09b6e391721c""]","","[""events:176""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
470,go-go-app-sqlite,glazed_lint,glazed_lint,high,"Glazed CLI policy or analyzer issue",observed,2026-05-28T20:18:23+00:00,"derived from tracker events/validations","skip: make glazed-lint — not a Glazed lint candidate / target absent","The Glazed analyzer target, version, package coverage, or allow-path policy did not match the repository's CLI code.","",,[],"skip: make glazed-lint","[""events:55"", ""validations:24""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
471,go-go-app-sqlite,govulncheck,govulncheck,high,"Go vulnerability scan issue",fixed,2026-05-28T20:21:52+00:00,"derived from tracker events/validations","Fixed Go vulnerability check by bumping go directive to 1.25.10.","A vulnerable module version or Go toolchain mismatch caused govulncheck to fail.","Fixed Go vulnerability check by bumping go directive to 1.25.10.",2026-05-28T20:21:52+00:00,[],"","[""events:66""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
472,go-go-app-sqlite,local_validation,local_validation,medium,"Local validation issue",fixed,2026-05-28T20:18:23+00:00,"derived from tracker events/validations","pass: GOWORK=off go test ./...","A local validation command failed or warned and required follow-up before progressing.","pass: GOWORK=off go test ./... — after removing toolchain directive",2026-05-28T21:36:34+00:00,[],"pass: GOWORK=off go test ./...; pass: GOWORK=off go test ./...; pass: GOWORK=off go test ./...; pass: GOWORK=off go test ./...; pass: GOWORK=off go test ./...","[""events:56"", ""validations:25"", ""events:67"", ""validations:31"", ""events:112"", ""validations:45"", ""events:144"", ""validations:55"", ""events:161"", ""validations:58""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
473,go-go-app-sqlite,logcopter_generation,logcopter_generation,high,"Logcopter generation/check issue",fixed,2026-05-28T20:18:22+00:00,"derived from tracker events/validations","Opened unblocked B2 logcopter PR.","Generated logcopter files or logcopter generate/check package lists were missing, stale, ignored, or inconsistent.","Triggered Codex after logcopter configuration fix; checks running.",2026-05-28T21:27:39+00:00,[],"pass: make logcopter-check; pass: GOWORK=off go test ./...","[""events:53"", ""events:54"", ""validations:23"", ""events:135"", ""events:136"", ""validations:51"", ""events:137""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
474,go-go-app-sqlite,release_or_main_verification,release_or_main_verification,medium,"Release or post-merge main verification issue",fixed,2026-05-28T20:18:23+00:00,"derived from tracker events/validations","warn: ggg release preflight --repo . --output json — frontend pnpm setup warnings only","Post-merge or release verification required additional workflow observation or repair.","released v0.0.2",2026-05-28T23:18:33+00:00,[],"warn: ggg release preflight --repo . --output json","[""events:57"", ""validations:26"", ""events:177"", ""events:258""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
475,go-go-app-sqlite,workflow_yaml,workflow_yaml,high,"GitHub workflow structure or main workflow execution issue",fixed,2026-05-28T21:43:38+00:00,"derived from tracker events/validations","Fixed govulncheck workflow to use patched Go 1.25.10 without forcing developer toolchain via go.mod.","Workflow steps were malformed, incomplete, or behaved differently on main than the rollout expected.","PR readiness green after govulncheck workflow fix; about to merge.",2026-05-28T21:50:04+00:00,[],"pass: GOWORK=off go test ./...","[""events:165"", ""events:166"", ""validations:59"", ""events:175"", ""events:275""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
476,go-go-gepa,general_rollout,general_rollout,medium,"General rollout issue or notable event",fixed,2026-05-28T21:59:43+00:00,"derived from tracker events/validations","merged with merge commit 5b9c31436afa29f426a0aa78b81d4e0a95c9285e","Derived from rollout tracker events.","merged with merge commit 5b9c31436afa29f426a0aa78b81d4e0a95c9285e",2026-05-28T21:59:43+00:00,"[""5b9c31436afa29f426a0aa78b81d4e0a95c9285e""]","","[""events:194""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
477,go-go-gepa,local_validation,local_validation,medium,"Local validation issue",fixed,2026-05-28T21:53:14+00:00,"derived from tracker events/validations","pass: GOWORK=off go test ./...","A local validation command failed or warned and required follow-up before progressing.","pass: GOWORK=off go test ./... -count=1 — after self-contained profile registry test fix",2026-05-28T21:57:19+00:00,[],"pass: GOWORK=off go test ./...; pass: GOWORK=off go test ./... -count=1","[""events:182"", ""validations:67"", ""events:192"", ""validations:69""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
478,go-go-gepa,logcopter_generation,logcopter_generation,high,"Logcopter generation/check issue",fixed,2026-05-28T21:55:46+00:00,"derived from tracker events/validations","PR checks failing/pending after initial B5 logcopter PR; investigating unit failure.","Generated logcopter files or logcopter generate/check package lists were missing, stale, ignored, or inconsistent.","pass: make logcopter-check — ",2026-05-28T21:53:14+00:00,[],"pass: make logcopter-check","[""events:180"", ""events:181"", ""validations:66"", ""events:190""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
479,go-go-gepa,release_or_main_verification,release_or_main_verification,medium,"Release or post-merge main verification issue",fixed,2026-05-28T21:53:14+00:00,"derived from tracker events/validations","pass: ggg release preflight --repo . --output json","Post-merge or release verification required additional workflow observation or repair.","released v0.0.2",2026-05-28T23:04:37+00:00,[],"pass: ggg release preflight --repo . --output json","[""events:183"", ""validations:68"", ""events:195"", ""events:241""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
480,go-go-gepa,workflow_yaml,workflow_yaml,high,"GitHub workflow structure or main workflow execution issue",fixed,2026-05-28T23:05:23+00:00,"derived from tracker events/validations","Release v0.0.2 tagged and pushed. Release workflow in_progress.","Workflow steps were malformed, incomplete, or behaved differently on main than the rollout expected.","Release v0.0.2 workflow succeeded. GitHub release published with assets.",2026-05-28T23:20:41+00:00,[],"","[""events:247"", ""events:271""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
481,go-go-host,codex_feedback,codex_feedback,medium,"Codex review feedback issue",fixed,2026-05-28T20:20:44+00:00,"derived from tracker events/validations","Triggered/waiting for Codex and PR readiness after opening PR.","Current-head Codex review feedback required a follow-up commit or retrigger before readiness.","Triggered/waiting for Codex and PR readiness after opening PR.",2026-05-28T20:20:44+00:00,[],"","[""events:65"", ""events:70"", ""events:88"", ""events:106"", ""events:110""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
482,go-go-host,general_rollout,general_rollout,medium,"General rollout issue or notable event",fixed,2026-05-28T20:44:50+00:00,"derived from tracker events/validations","merged with merge commit 15d8efd194b7a31b38bed218b441f9bc4d618926","Derived from rollout tracker events.","merged with merge commit 67253b1d6e63b314aff3a0ca7ce7cf8f784c5c7b",2026-05-28T21:17:47+00:00,"[""15d8efd194b7a31b38bed218b441f9bc4d618926"", ""67253b1d6e63b314aff3a0ca7ce7cf8f784c5c7b""]","","[""events:99"", ""events:121""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
483,go-go-host,glazed_lint,glazed_lint,high,"Glazed CLI policy or analyzer issue",observed,2026-05-28T20:18:24+00:00,"derived from tracker events/validations","skip: make glazed-lint — not a Glazed lint candidate / target absent","The Glazed analyzer target, version, package coverage, or allow-path policy did not match the repository's CLI code.","",,[],"skip: make glazed-lint","[""events:60"", ""validations:28""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
484,go-go-host,golangci_lint,golangci_lint,high,"golangci-lint/static analysis issue",fixed,2026-05-28T20:48:22+00:00,"derived from tracker events/validations","pass: golangci-lint run — pre-push hook on follow-up branch","CI-pinned lint/static analysis exposed findings that needed code cleanup or scoped exception handling.","pass: golangci-lint run — pre-push hook on follow-up branch",2026-05-28T20:48:22+00:00,[],"pass: golangci-lint run","[""events:104"", ""validations:43""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
485,go-go-host,local_validation,local_validation,medium,"Local validation issue",fixed,2026-05-28T20:18:25+00:00,"derived from tracker events/validations","pass: GOWORK=off go test ./...","A local validation command failed or warned and required follow-up before progressing.","pass: GOWORK=off go test ./... — pre-push hook on follow-up branch",2026-05-28T20:48:22+00:00,[],"pass: GOWORK=off go test ./...; pass: GOWORK=off go test ./...","[""events:61"", ""validations:29"", ""events:103"", ""validations:42""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
486,go-go-host,logcopter_generation,logcopter_generation,high,"Logcopter generation/check issue",fixed,2026-05-28T20:18:24+00:00,"derived from tracker events/validations","Opened unblocked B2 logcopter PR.","Generated logcopter files or logcopter generate/check package lists were missing, stale, ignored, or inconsistent.","pass: make logcopter-check — ",2026-05-28T20:18:24+00:00,[],"pass: make logcopter-check","[""events:58"", ""events:59"", ""validations:27""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
487,go-go-host,release_or_main_verification,release_or_main_verification,medium,"Release or post-merge main verification issue",fixed,2026-05-28T20:47:33+00:00,"derived from tracker events/validations","Post-merge main action blocker: publish-image failed.","Post-merge or release verification required additional workflow observation or repair.","released v0.0.1",2026-05-28T23:18:33+00:00,[],"warn: ggg release preflight --repo . --output json; pass: goreleaser release --skip=sign --snapshot --clean --single-target","[""events:62"", ""validations:30"", ""events:100"", ""events:101"", ""events:105"", ""validations:44"", ""events:122"", ""events:259""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
488,go-go-host,workflow_yaml,workflow_yaml,high,"GitHub workflow structure or main workflow execution issue",observed,2026-05-28T23:20:42+00:00,"derived from tracker events/validations","Release v0.0.1 workflow still in_progress.","Workflow steps were malformed, incomplete, or behaved differently on main than the rollout expected.","",,[],"","[""events:276""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
